code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
874,16,M,oui,Non,non,non,non,interne,secondaire,universitaire,autre,médecin,non,non,< 3000 MAD,non,littéraire,1,6.43,17.5,15.23,8.75,6.76,6.9,Privé,urbain,10,oui,oui,non,oui,marié,urbain,non,Kinesthésique,oui,جيد
875,9,F,non,physique,non,non,non,externe,secondaire,secondaire,ménagère,ouvrier,oui,non,< 3000 MAD,oui,autre,3,4.78,10.84,9.8,16.79,8.57,4.22,Public,rural,9,oui,oui,oui,non,marié,rural,oui,Visuel,partiellement,جيد
876,11,F,oui,physique,non,oui,oui,interne,non,secondaire,enseignante,autre,oui,oui,< 3000 MAD,non,littéraire,1,7.07,13.83,13.82,11.3,18.0,15.06,Privé,rural,8,oui,oui,oui,oui,marié,rural,non,Normal,non,مثعثر دراسيا
877,8,F,oui,Non,non,non,non,externe,non,primaire,autre,autre,oui,oui,> 6000 MAD,non,scientifique,2,6.7,11.64,13.19,6.2,15.6,14.01,Privé,rural,4,oui,oui,oui,oui,célibataire,rural,non,Visuel,non,جيد
878,18,M,non,Non,oui,oui,non,externe,secondaire,primaire,autre,ouvrier,non,non,> 6000 MAD,non,littéraire,2,7.49,9.58,18.0,15.23,15.93,16.74,Privé,urbain,9,oui,oui,oui,oui,marié,urbain,oui,Kinesthésique,partiellement,مثعثر دراسيا
879,8,F,oui,psychique,oui,non,oui,externe,primaire,primaire,ménagère,enseignant,oui,oui,3000-6000 MAD,non,autre,3,4.09,11.09,17.53,9.26,12.66,16.76,Privé,rural,3,oui,oui,oui,oui,célibataire,rural,non,Normal,partiellement,مثعثر دراسيا
880,12,M,non,Non,non,non,non,interne,non,primaire,enseignante,médecin,oui,non,< 3000 MAD,oui,scientifique,1,7.74,18.0,18.0,6.11,18.0,9.45,Privé,urbain,5,oui,oui,oui,non,marié,urbain,oui,Visuel,oui,انقطعت
881,12,M,non,Non,non,non,non,interne,primaire,primaire,médecin,enseignant,non,oui,> 6000 MAD,oui,littéraire,2,6.11,12.14,9.64,8.06,16.07,5.06,Public,rural,2,oui,oui,oui,non,célibataire,rural,non,Kinesthésique,non,جيد
882,9,F,non,psychique,oui,oui,non,interne,secondaire,primaire,enseignante,ouvrier,non,non,3000-6000 MAD,non,littéraire,3,7.38,14.53,7.03,8.82,7.64,10.51,Public,urbain,1,oui,oui,oui,non,marié,urbain,oui,Normal,oui,مثعثر دراسيا
883,18,F,oui,Non,non,non,oui,externe,primaire,primaire,ménagère,médecin,oui,oui,> 6000 MAD,non,littéraire,3,4.53,8.76,7.34,17.47,13.56,10.69,Privé,rural,7,oui,oui,non,non,célibataire,rural,oui,Kinesthésique,non,مثعثر دراسيا
884,6,F,oui,physique,non,non,non,interne,secondaire,secondaire,autre,autre,oui,non,3000-6000 MAD,oui,scientifique,3,6.4,12.26,5.72,9.42,15.36,6.4,Privé,urbain,7,oui,oui,non,oui,célibataire,urbain,oui,Visuel,non,انقطعت
885,17,M,oui,physique,oui,non,oui,interne,non,secondaire,ménagère,enseignant,oui,non,< 3000 MAD,non,scientifique,0,7.92,6.59,9.8,11.29,17.3,15.75,Privé,urbain,1,oui,oui,non,non,célibataire,urbain,oui,Normal,partiellement,جيد
886,7,M,oui,physique,non,oui,non,interne,secondaire,non,ménagère,enseignant,oui,non,< 3000 MAD,non,autre,3,8.0,8.23,11.88,17.03,5.99,6.22,Public,urbain,7,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,partiellement,انقطعت
887,18,M,oui,psychique,non,oui,non,interne,primaire,secondaire,médecin,autre,oui,non,< 3000 MAD,oui,autre,3,4.67,5.51,11.18,8.54,10.84,7.35,Public,rural,6,oui,oui,non,oui,marié,rural,oui,Auditif,oui,جيد
888,14,F,oui,psychique,oui,oui,oui,externe,secondaire,non,autre,médecin,oui,oui,> 6000 MAD,non,autre,3,8.0,14.47,8.44,12.68,17.24,9.87,Privé,urbain,9,oui,oui,non,non,célibataire,urbain,oui,Normal,oui,مثعثر دراسيا
889,6,F,oui,psychique,non,non,oui,interne,primaire,secondaire,médecin,enseignant,non,non,3000-6000 MAD,oui,autre,3,4.83,14.57,9.12,6.22,5.96,15.39,Privé,urbain,2,oui,oui,non,non,célibataire,urbain,oui,Kinesthésique,oui,جيد
890,11,M,oui,Non,non,non,oui,interne,primaire,non,autre,autre,non,non,< 3000 MAD,non,littéraire,0,3.24,11.45,9.11,8.0,17.63,16.03,Public,rural,8,oui,oui,non,non,marié,rural,non,Auditif,oui,جيد
891,7,M,non,psychique,oui,oui,oui,externe,non,secondaire,médecin,enseignant,oui,oui,< 3000 MAD,oui,littéraire,2,7.89,8.98,13.07,15.86,9.74,16.74,Privé,rural,3,oui,oui,non,non,marié,rural,non,Kinesthésique,non,مثعثر دراسيا
892,8,F,non,Non,non,non,oui,externe,secondaire,non,médecin,ouvrier,oui,non,3000-6000 MAD,oui,scientifique,3,6.72,8.97,13.45,9.79,6.78,11.26,Privé,rural,2,oui,oui,non,oui,célibataire,rural,oui,Visuel,oui,انقطعت
893,6,F,oui,physique,oui,non,oui,externe,secondaire,primaire,médecin,enseignant,oui,non,3000-6000 MAD,oui,autre,1,6.35,14.31,8.09,7.84,5.64,10.52,Public,urbain,5,oui,oui,non,non,marié,urbain,non,Normal,oui,انقطعت
894,11,M,oui,physique,non,non,oui,externe,primaire,secondaire,ménagère,autre,oui,non,> 6000 MAD,oui,littéraire,0,8.0,8.21,15.72,7.53,5.54,8.17,Privé,urbain,1,oui,oui,non,oui,marié,urbain,oui,Normal,oui,جيد
895,17,M,non,physique,oui,oui,non,externe,secondaire,universitaire,enseignante,ouvrier,oui,oui,< 3000 MAD,oui,scientifique,0,5.61,4.44,9.97,5.4,13.28,14.84,Public,rural,9,oui,oui,oui,non,marié,rural,non,Normal,oui,انقطعت
896,7,F,oui,psychique,non,oui,oui,externe,secondaire,secondaire,enseignante,ouvrier,oui,oui,3000-6000 MAD,non,autre,1,4.26,6.81,11.7,11.88,16.95,8.66,Public,rural,10,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,non,مثعثر دراسيا
897,7,M,oui,psychique,non,non,oui,externe,non,non,médecin,enseignant,oui,non,3000-6000 MAD,non,littéraire,0,5.33,12.47,12.58,14.06,7.03,14.18,Privé,rural,10,oui,oui,non,oui,marié,rural,oui,Normal,oui,انقطعت
898,13,M,oui,psychique,non,non,oui,externe,primaire,primaire,médecin,ouvrier,non,non,< 3000 MAD,non,autre,3,8.0,10.73,11.13,6.42,15.48,17.21,Privé,urbain,9,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,partiellement,انقطعت
899,11,F,non,psychique,non,non,oui,externe,non,secondaire,ménagère,autre,oui,non,< 3000 MAD,non,autre,2,5.29,16.99,8.99,13.45,17.69,14.53,Public,urbain,6,oui,oui,non,non,marié,urbain,non,Normal,non,انقطعت
900,12,F,non,physique,oui,non,non,interne,secondaire,non,ménagère,médecin,non,non,3000-6000 MAD,oui,scientifique,1,7.69,13.31,17.04,9.81,7.56,9.9,Public,rural,1,oui,oui,oui,non,célibataire,rural,oui,Visuel,non,جيد
901,6,M,oui,physique,oui,oui,oui,interne,primaire,secondaire,ménagère,enseignant,non,oui,< 3000 MAD,oui,autre,2,6.16,14.73,9.4,10.46,9.03,8.27,Public,rural,3,oui,oui,non,non,marié,rural,oui,Normal,oui,انقطعت
902,18,M,oui,Non,non,non,oui,interne,secondaire,universitaire,autre,ouvrier,oui,oui,< 3000 MAD,oui,autre,0,6.07,11.03,10.68,15.25,14.35,8.7,Privé,urbain,2,oui,oui,non,non,marié,urbain,non,Kinesthésique,partiellement,انقطعت
903,11,M,oui,physique,non,non,non,externe,universitaire,non,autre,enseignant,non,non,3000-6000 MAD,non,autre,1,4.99,15.03,12.88,18.0,8.44,11.33,Privé,urbain,6,oui,oui,non,non,célibataire,urbain,oui,Auditif,partiellement,جيد
904,11,M,non,psychique,oui,non,oui,externe,secondaire,non,ménagère,ouvrier,oui,non,3000-6000 MAD,non,autre,1,5.38,17.23,8.03,7.13,14.53,6.11,Public,urbain,4,oui,oui,oui,non,célibataire,urbain,oui,Normal,non,مثعثر دراسيا
905,15,F,non,psychique,non,non,non,externe,secondaire,secondaire,ménagère,ouvrier,non,oui,> 6000 MAD,oui,scientifique,3,5.69,16.53,4.05,12.1,8.77,16.81,Public,rural,4,oui,oui,non,oui,marié,rural,oui,Auditif,non,مثعثر دراسيا
906,11,M,oui,Non,oui,oui,non,interne,primaire,universitaire,ménagère,médecin,non,non,< 3000 MAD,oui,autre,2,3.98,9.93,10.16,18.0,7.09,8.35,Privé,urbain,7,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,non,انقطعت
907,12,M,oui,Non,oui,oui,non,externe,universitaire,non,autre,autre,non,non,> 6000 MAD,oui,scientifique,0,5.79,13.45,12.53,8.54,4.92,5.35,Public,urbain,10,oui,oui,non,non,célibataire,urbain,non,Auditif,partiellement,انقطعت
908,10,M,oui,psychique,non,oui,non,externe,universitaire,secondaire,médecin,ouvrier,non,oui,3000-6000 MAD,oui,autre,1,4.44,6.82,9.36,11.9,15.33,17.47,Privé,rural,1,oui,oui,non,non,marié,rural,non,Kinesthésique,oui,جيد
909,16,F,oui,psychique,non,oui,non,externe,primaire,secondaire,enseignante,enseignant,oui,non,< 3000 MAD,non,littéraire,0,4.39,17.54,9.4,9.18,8.89,5.71,Public,rural,5,oui,oui,oui,oui,marié,rural,non,Auditif,partiellement,مثعثر دراسيا
910,11,F,oui,psychique,non,oui,non,interne,universitaire,secondaire,ménagère,autre,non,oui,< 3000 MAD,oui,autre,1,6.14,6.87,13.1,10.86,16.42,9.94,Public,urbain,1,oui,oui,non,non,célibataire,urbain,oui,Normal,non,مثعثر دراسيا
911,10,M,non,psychique,oui,oui,oui,externe,primaire,secondaire,médecin,ouvrier,non,oui,3000-6000 MAD,oui,littéraire,2,7.57,11.98,14.19,6.57,10.6,15.98,Privé,rural,10,oui,oui,non,non,célibataire,rural,oui,Auditif,oui,جيد
912,7,F,oui,psychique,non,non,non,externe,universitaire,primaire,ménagère,enseignant,oui,non,> 6000 MAD,oui,littéraire,1,5.04,18.0,5.9,7.38,10.76,11.63,Privé,urbain,4,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
913,9,M,non,physique,oui,oui,oui,externe,primaire,universitaire,ménagère,enseignant,non,non,3000-6000 MAD,oui,littéraire,1,7.92,16.86,5.34,16.1,10.25,9.12,Public,urbain,4,oui,oui,non,oui,célibataire,urbain,oui,Visuel,oui,انقطعت
914,18,F,non,Non,non,non,oui,interne,secondaire,universitaire,enseignante,autre,oui,non,> 6000 MAD,non,autre,1,6.86,14.37,11.79,8.56,9.93,7.55,Public,urbain,10,oui,oui,oui,oui,célibataire,urbain,oui,Normal,partiellement,مثعثر دراسيا
915,14,F,non,Non,non,oui,oui,interne,non,universitaire,autre,médecin,non,non,> 6000 MAD,oui,autre,1,7.18,4.73,6.7,11.94,11.74,6.06,Public,rural,3,oui,oui,oui,non,marié,rural,non,Normal,non,جيد
916,13,F,non,physique,non,non,non,interne,universitaire,primaire,médecin,enseignant,oui,non,> 6000 MAD,oui,scientifique,3,7.27,16.91,10.17,13.76,7.89,11.28,Privé,rural,2,oui,oui,non,oui,marié,rural,non,Auditif,oui,مثعثر دراسيا
917,14,M,oui,psychique,oui,non,oui,interne,universitaire,secondaire,médecin,ouvrier,oui,non,< 3000 MAD,non,scientifique,2,5.08,9.74,15.75,12.94,6.12,6.55,Public,rural,8,oui,oui,oui,oui,célibataire,rural,non,Visuel,partiellement,انقطعت
918,6,F,non,Non,non,non,oui,externe,universitaire,universitaire,enseignante,enseignant,non,non,< 3000 MAD,oui,littéraire,0,8.0,8.87,7.7,9.16,12.85,16.83,Privé,urbain,5,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
919,6,M,non,psychique,oui,oui,non,interne,secondaire,primaire,enseignante,ouvrier,non,oui,> 6000 MAD,non,scientifique,0,6.84,6.72,10.55,18.0,12.03,18.0,Privé,urbain,10,oui,oui,oui,non,marié,urbain,oui,Auditif,partiellement,جيد
920,10,M,oui,psychique,non,oui,oui,externe,universitaire,primaire,autre,enseignant,oui,non,> 6000 MAD,oui,littéraire,2,7.19,8.1,6.47,13.61,9.8,11.52,Privé,rural,5,oui,oui,oui,non,célibataire,rural,oui,Normal,non,مثعثر دراسيا
921,9,M,non,psychique,oui,oui,non,externe,secondaire,secondaire,ménagère,médecin,oui,oui,< 3000 MAD,oui,scientifique,0,4.54,5.24,17.51,13.93,15.07,17.05,Privé,rural,7,oui,oui,oui,non,marié,rural,non,Normal,oui,جيد
922,6,F,oui,psychique,non,non,oui,externe,universitaire,non,enseignante,ouvrier,non,oui,3000-6000 MAD,non,scientifique,1,4.65,7.18,6.72,11.3,14.75,14.38,Privé,rural,5,oui,oui,oui,oui,célibataire,rural,non,Visuel,partiellement,مثعثر دراسيا
923,9,F,non,physique,oui,oui,oui,interne,universitaire,primaire,enseignante,médecin,oui,oui,> 6000 MAD,non,autre,3,8.0,10.78,6.06,13.09,13.7,5.68,Privé,urbain,4,oui,oui,non,non,célibataire,urbain,non,Auditif,non,انقطعت
924,14,F,oui,physique,oui,non,oui,interne,primaire,secondaire,enseignante,ouvrier,non,oui,< 3000 MAD,non,littéraire,3,5.33,11.52,6.57,10.4,18.0,16.19,Privé,urbain,6,oui,oui,oui,non,célibataire,urbain,non,Auditif,partiellement,انقطعت
925,17,M,non,physique,non,non,oui,externe,non,universitaire,enseignante,autre,oui,oui,< 3000 MAD,oui,littéraire,1,7.14,11.82,7.83,7.17,8.56,10.71,Privé,rural,4,oui,oui,oui,oui,marié,rural,non,Normal,partiellement,مثعثر دراسيا
926,9,M,oui,physique,non,oui,non,externe,non,primaire,enseignante,enseignant,non,oui,3000-6000 MAD,oui,autre,1,5.26,11.67,14.0,12.11,5.75,7.2,Privé,rural,10,oui,oui,non,oui,célibataire,rural,non,Auditif,non,جيد
927,16,F,non,physique,non,non,oui,externe,universitaire,non,autre,médecin,non,oui,> 6000 MAD,non,littéraire,2,6.3,10.44,13.47,18.0,8.13,15.44,Privé,urbain,6,oui,oui,non,oui,célibataire,urbain,non,Visuel,non,انقطعت
928,11,F,oui,physique,oui,oui,non,interne,primaire,secondaire,médecin,ouvrier,oui,oui,> 6000 MAD,non,scientifique,2,5.09,15.43,18.0,6.58,14.08,7.68,Privé,urbain,5,oui,oui,oui,non,marié,urbain,oui,Normal,non,انقطعت
929,16,F,oui,physique,oui,oui,oui,externe,secondaire,universitaire,ménagère,ouvrier,non,non,3000-6000 MAD,oui,autre,1,4.51,17.21,15.5,14.48,8.88,9.56,Privé,urbain,6,oui,oui,oui,oui,marié,urbain,non,Normal,non,جيد
930,15,M,oui,psychique,oui,non,oui,externe,universitaire,secondaire,autre,enseignant,oui,oui,< 3000 MAD,oui,littéraire,0,5.52,6.58,13.74,17.61,11.48,7.03,Public,urbain,10,oui,oui,non,oui,marié,urbain,non,Visuel,partiellement,مثعثر دراسيا
931,10,M,non,Non,non,oui,non,externe,secondaire,primaire,médecin,médecin,non,non,3000-6000 MAD,non,scientifique,2,4.34,15.06,15.41,8.53,12.13,14.22,Public,rural,1,oui,oui,non,non,marié,rural,oui,Auditif,non,جيد
932,11,M,oui,physique,non,non,oui,externe,secondaire,universitaire,médecin,médecin,oui,non,> 6000 MAD,oui,littéraire,2,8.0,16.16,13.29,18.0,15.55,9.43,Privé,urbain,8,oui,oui,oui,oui,marié,urbain,non,Visuel,partiellement,مثعثر دراسيا
933,14,M,non,physique,oui,non,oui,externe,primaire,universitaire,médecin,ouvrier,non,oui,> 6000 MAD,non,autre,2,5.16,14.34,15.84,13.43,12.21,15.49,Public,rural,5,oui,oui,oui,non,célibataire,rural,non,Auditif,oui,انقطعت
934,16,F,non,physique,non,non,oui,externe,primaire,secondaire,médecin,médecin,oui,oui,3000-6000 MAD,oui,littéraire,3,7.13,16.99,15.79,12.4,16.93,17.74,Privé,urbain,10,oui,oui,oui,oui,célibataire,urbain,oui,Normal,partiellement,جيد
935,14,M,oui,physique,non,non,non,interne,universitaire,non,enseignante,autre,oui,non,< 3000 MAD,oui,scientifique,1,3.08,9.94,9.97,13.43,14.51,6.5,Public,rural,5,oui,oui,oui,non,célibataire,rural,oui,Normal,non,جيد
936,13,M,non,Non,non,oui,oui,externe,primaire,primaire,enseignante,ouvrier,non,non,3000-6000 MAD,non,autre,2,4.09,9.67,16.8,9.53,18.0,18.0,Privé,rural,9,oui,oui,non,oui,célibataire,rural,oui,Kinesthésique,partiellement,مثعثر دراسيا
937,6,F,oui,physique,non,non,non,interne,universitaire,universitaire,ménagère,autre,oui,non,< 3000 MAD,oui,littéraire,0,7.11,16.31,13.61,15.43,14.07,14.16,Privé,urbain,4,oui,oui,non,non,marié,urbain,non,Auditif,oui,جيد
938,6,F,oui,psychique,oui,non,oui,interne,primaire,non,enseignante,médecin,non,non,< 3000 MAD,oui,autre,2,6.88,5.33,10.13,10.35,17.72,13.87,Public,urbain,5,oui,oui,oui,non,marié,urbain,oui,Normal,oui,مثعثر دراسيا
939,18,F,oui,physique,oui,oui,oui,interne,primaire,primaire,ménagère,médecin,oui,oui,3000-6000 MAD,oui,littéraire,2,6.83,12.38,16.69,16.75,16.81,12.52,Public,urbain,10,oui,oui,non,oui,marié,urbain,oui,Auditif,non,انقطعت
940,15,M,non,physique,non,non,non,interne,secondaire,primaire,enseignante,médecin,non,oui,> 6000 MAD,non,scientifique,3,4.79,15.87,10.13,14.78,11.03,16.46,Public,urbain,7,oui,oui,non,non,célibataire,urbain,non,Normal,oui,جيد
941,13,M,non,Non,oui,oui,non,interne,universitaire,non,ménagère,ouvrier,oui,non,> 6000 MAD,non,scientifique,3,8.0,7.33,11.07,7.05,16.07,11.75,Privé,urbain,8,oui,oui,oui,oui,célibataire,urbain,oui,Normal,oui,جيد
942,16,F,non,physique,oui,oui,oui,interne,universitaire,primaire,ménagère,autre,oui,oui,< 3000 MAD,oui,littéraire,2,7.11,17.44,7.52,9.17,15.61,14.34,Privé,rural,5,oui,oui,non,non,célibataire,rural,oui,Auditif,partiellement,مثعثر دراسيا
943,7,F,oui,physique,non,oui,non,externe,non,secondaire,autre,médecin,oui,oui,3000-6000 MAD,non,scientifique,0,8.0,12.28,7.64,16.24,16.74,11.04,Privé,rural,4,oui,oui,oui,non,célibataire,rural,non,Normal,partiellement,جيد
944,7,F,oui,Non,non,non,oui,externe,primaire,primaire,médecin,autre,non,non,> 6000 MAD,non,scientifique,0,6.98,15.82,9.48,9.22,13.66,9.13,Privé,urbain,10,oui,oui,non,non,marié,urbain,non,Kinesthésique,non,مثعثر دراسيا
945,13,F,oui,physique,oui,non,non,interne,primaire,secondaire,ménagère,ouvrier,oui,non,> 6000 MAD,non,scientifique,2,7.33,10.84,16.36,14.15,15.12,15.68,Public,rural,6,oui,oui,non,oui,célibataire,rural,non,Auditif,non,مثعثر دراسيا
946,13,M,non,physique,non,oui,non,externe,primaire,non,ménagère,médecin,oui,oui,3000-6000 MAD,oui,littéraire,2,7.5,5.57,15.65,6.53,6.78,12.86,Privé,rural,7,oui,oui,non,oui,marié,rural,non,Auditif,oui,مثعثر دراسيا
947,10,M,non,physique,oui,oui,oui,interne,secondaire,non,autre,enseignant,non,oui,3000-6000 MAD,oui,scientifique,2,4.83,7.53,14.92,7.54,12.6,4.8,Public,urbain,10,oui,oui,oui,non,célibataire,urbain,non,Visuel,non,مثعثر دراسيا
948,17,M,non,Non,oui,non,oui,externe,secondaire,universitaire,enseignante,médecin,non,oui,< 3000 MAD,oui,autre,1,4.33,11.46,12.28,10.89,5.4,5.44,Public,rural,7,oui,oui,non,non,marié,rural,oui,Normal,non,انقطعت
949,18,F,non,psychique,non,oui,non,externe,non,secondaire,ménagère,autre,oui,oui,< 3000 MAD,non,littéraire,0,3.47,14.1,6.07,13.72,17.13,8.39,Public,urbain,1,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,partiellement,مثعثر دراسيا
950,17,M,non,Non,non,oui,non,externe,primaire,non,autre,enseignant,non,non,3000-6000 MAD,non,scientifique,1,8.0,9.34,13.32,18.0,11.1,8.26,Privé,urbain,4,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
951,14,M,non,physique,oui,oui,non,interne,non,secondaire,autre,ouvrier,non,oui,3000-6000 MAD,oui,autre,2,5.57,6.22,11.07,16.32,12.13,10.9,Privé,rural,2,oui,oui,oui,oui,marié,rural,non,Normal,partiellement,مثعثر دراسيا
952,8,F,oui,physique,oui,oui,non,interne,secondaire,primaire,médecin,autre,oui,non,> 6000 MAD,oui,autre,1,6.39,16.49,7.6,14.6,18.0,8.87,Privé,urbain,6,oui,oui,non,non,célibataire,urbain,oui,Visuel,non,جيد
953,7,F,oui,Non,non,non,non,externe,secondaire,primaire,ménagère,ouvrier,non,non,< 3000 MAD,non,scientifique,1,6.89,9.48,15.41,8.84,10.45,8.16,Public,urbain,1,oui,oui,oui,non,marié,urbain,oui,Kinesthésique,oui,مثعثر دراسيا
954,6,M,non,psychique,non,non,non,externe,non,universitaire,ménagère,enseignant,oui,oui,> 6000 MAD,non,scientifique,0,5.94,13.13,8.21,16.2,11.4,10.28,Public,urbain,2,oui,oui,oui,oui,marié,urbain,oui,Normal,oui,جيد
955,8,M,oui,Non,oui,non,oui,interne,primaire,non,autre,enseignant,oui,oui,< 3000 MAD,oui,scientifique,2,5.19,12.41,5.94,13.04,11.95,8.17,Public,rural,5,oui,oui,non,non,marié,rural,oui,Normal,oui,مثعثر دراسيا
956,16,F,oui,physique,oui,oui,oui,externe,non,primaire,autre,autre,non,non,< 3000 MAD,oui,autre,2,5.3,5.38,6.91,14.28,18.0,10.73,Privé,rural,3,oui,oui,oui,oui,célibataire,rural,non,Kinesthésique,oui,انقطعت
957,14,F,non,psychique,oui,non,non,interne,primaire,universitaire,autre,médecin,oui,oui,3000-6000 MAD,oui,autre,1,7.58,11.92,8.5,11.57,9.71,9.73,Privé,urbain,8,oui,oui,non,non,célibataire,urbain,oui,Kinesthésique,partiellement,جيد
958,15,F,oui,physique,oui,oui,non,externe,non,universitaire,autre,autre,non,oui,< 3000 MAD,oui,scientifique,3,6.84,14.65,13.88,13.68,16.31,5.62,Public,urbain,7,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,oui,انقطعت
959,8,F,non,psychique,oui,oui,oui,externe,secondaire,primaire,autre,autre,oui,non,> 6000 MAD,oui,autre,0,6.42,14.01,12.2,8.61,16.9,16.49,Privé,urbain,5,oui,oui,non,non,marié,urbain,oui,Auditif,partiellement,مثعثر دراسيا
960,7,F,oui,Non,non,oui,non,interne,primaire,universitaire,enseignante,enseignant,non,oui,3000-6000 MAD,oui,littéraire,0,4.55,11.93,10.02,13.5,9.2,13.39,Privé,rural,10,oui,oui,oui,non,marié,rural,non,Normal,non,انقطعت
961,8,F,non,Non,oui,oui,oui,interne,universitaire,primaire,médecin,autre,non,non,> 6000 MAD,non,autre,1,4.74,8.91,14.97,8.59,9.18,14.65,Public,urbain,1,oui,oui,non,oui,marié,urbain,oui,Visuel,non,مثعثر دراسيا
962,17,F,oui,physique,oui,non,non,interne,universitaire,primaire,enseignante,ouvrier,non,non,> 6000 MAD,oui,autre,1,6.12,11.96,10.86,16.74,8.11,10.2,Privé,rural,4,oui,oui,non,oui,marié,rural,non,Normal,oui,انقطعت
963,17,F,non,Non,non,non,oui,externe,secondaire,primaire,autre,médecin,oui,non,3000-6000 MAD,oui,autre,3,7.3,11.56,6.76,15.58,9.4,13.42,Privé,urbain,7,oui,oui,non,non,marié,urbain,non,Kinesthésique,non,مثعثر دراسيا
964,11,F,non,psychique,non,oui,oui,interne,non,primaire,enseignante,médecin,oui,non,3000-6000 MAD,oui,scientifique,3,6.4,7.68,16.78,12.66,15.45,7.15,Privé,urbain,8,oui,oui,non,non,marié,urbain,oui,Visuel,non,مثعثر دراسيا
965,7,F,oui,physique,oui,non,non,externe,primaire,non,ménagère,médecin,oui,oui,3000-6000 MAD,oui,littéraire,3,4.82,16.61,14.12,16.17,6.64,14.74,Public,urbain,1,oui,oui,oui,non,célibataire,urbain,non,Normal,non,مثعثر دراسيا
966,6,M,oui,psychique,non,oui,non,interne,universitaire,secondaire,autre,enseignant,non,oui,> 6000 MAD,non,littéraire,2,6.13,14.76,13.0,11.1,17.59,14.76,Privé,rural,1,oui,oui,non,non,célibataire,rural,non,Normal,oui,مثعثر دراسيا
